Bird_ID,Species,Origin,Destination
B5693,Eagle,"-21.983806538840625, -98.147363870405","-64.40046220288849, -76.19929527971732"
B5694,Stork,"-37.099008030268365, -89.78909210084828","-85.90168397939051, -143.5384141814306"
B5695,Stork,"31.92799108633345, 83.02701891847232","-67.40129594542266, -176.7103158064856"
B5696,Hawk,"36.47422810984011, -65.04585611743768","43.25099951058459, -163.6144554361119"
B5697,Stork,"50.39588930834799, -79.93466005770958","-16.07079640318588, 161.72915678558672"
B5698,Eagle,"59.50202063920662, -171.9068040472864","-68.85547445175419, 89.93491476417108"
B5699,Eagle,"-41.68881791777879, 146.96513775954776","43.02351063967765, 158.30701664873067"
B5700,Swallow,"33.65308833959682, 90.97349201242702","-54.97487408991417, -138.6777972167431"
B5701,Stork,"-65.7169696287584, -9.797876709580637","16.027795737218597, 25.38349797539962"
B5702,Hawk,"1.9316396779476577, 159.453691326206","43.4777077414447, -150.0161165826505"
B5703,Stork,"20.319644972267, -74.328403760848","19.45091247219007, -170.34969916774702"
B5704,Crane,"-60.88825139822137, 62.893815545933336","88.85457735111473, -12.13878800150735"
B5705,Crane,"-76.22882285048266, -70.14586403565924","-11.850710298556322, 52.68367702722696"
B5706,Hawk,"-54.94566847028527, -66.75392681317867","-33.87508423020669, -157.11755006707233"
B5707,Swallow,"-14.29402538657392, 124.09530001749717","-53.78459758201468, -48.57850197828168"
B5708,Swallow,"69.81137600676746, 103.32790324409903","0.6803336116111609, -147.5398794331796"
B5709,Eagle,"5.744596416250886, -74.12132496335444","63.446389245246536, -49.64268891594372"
B5710,Eagle,"44.72872051211832, -150.69977436002625","80.44473418720503, -10.153548613609216"
B5711,Goose,"-58.65398490753962, -51.26970974716855","84.9698771290598, -58.48870128326829"
B5712,Hawk,"-70.92392435005942, 93.62071277471352","5.6481009257366, 27.44964874825456"
B5713,Stork,"-46.86887562619684, -143.80402997339763","18.94686219831397, 30.45242031252656"
B5714,Warbler,"-33.50152569773537, 61.956311300370885","14.677157642790448, -60.143280199134495"
B5715,Hawk,"8.658363387995905, 140.31477356900575","-6.124968836646474, -39.7445702120055"
B5716,Goose,"68.62379766559934, -115.47822398218304","-62.59683342298719, -21.21637755158639"
B5717,Eagle,"-13.303328980074228, 130.3935567430334","-78.21743638219553, -44.76480963259422"
B5718,Hawk,"3.383673812094628, -161.5090023155192","-11.405178774427796, 93.83315780075674"
B5719,Hawk,"-89.16956352271428, 60.07689291260283","-56.489814850019705, -129.61889855439955"
B5720,Eagle,"-84.0038286795684, 104.7740113353142","69.59731411469866, 128.5327547912234"
B5721,Goose,"-74.92154401304143, -19.884197642640373","47.10599007587288, -60.74963372933631"
B5722,Eagle,"35.81893538622515, -106.65766986713513","21.313206715966487, 80.62590752634037"
B5723,Swallow,"-2.4855536210548763, 152.90261960526203","-81.46584448304782, 138.1592862320898"
B5724,Stork,"-55.26698426426554, -172.81120730285923","22.004174551204457, 139.48297260163707"
B5725,Eagle,"16.66789896416745, 19.82564252263168","21.792455769789825, -17.14857479476842"
B5726,Goose,"8.030187327426503, -45.77421286618838","-10.941973608815644, -87.62286315534209"
B5727,Crane,"-74.01612567420077, -14.019409626823546","28.39553835876616, 38.07375435256904"
B5728,Swallow,"25.274299089086327, 13.16342026040249","64.42461557967934, -113.77331618725904"
B5729,Crane,"48.08787707349183, 12.50950401594315","46.43763370165345, 104.61487397547064"
B5730,Warbler,"-38.42020661236256, -106.69548104768448","-4.7818434745299925, 76.08416369399578"
B5731,Eagle,"33.74799515897537, 64.69283624401558","-42.7887902989006, 106.43058874946462"
B5732,Swallow,"-54.050486938418885, -173.1066151708274","-3.989286636441321, -24.027296970503077"
B5733,Stork,"46.21118646811408, -172.3737260833716","80.27475048221865, 20.67418796326029"
B5734,Eagle,"74.11935044208965, -7.744557139808421","57.59758062113923, -143.0184108608084"
B5735,Stork,"-10.46391771570353, 15.085036897299318","-85.13285584473067, 67.55242233585986"
B5736,Hawk,"-45.96802592190878, -81.03978658790626","50.93338518193957, -4.738074999011758"
B5737,Crane,"-18.148193604414036, 18.60319210566007","-59.29962517588038, 3.325788726715814"
B5738,Swallow,"-44.98605492197096, 5.799323874812444","12.800039946798805, 124.91717352898628"
B5739,Stork,"-89.77691236205241, -54.28060028184787","55.17315680039286, 98.0355994519834"
B5740,Goose,"27.08219012480012, 54.63886915624198","11.031916132475873, 12.669314812978"
B5741,Stork,"-82.34520444680456, 164.8573979568369","-17.305069316175974, -52.16172235531131"
B5742,Goose,"-52.12966676089842, -3.311030006951228","-32.17182537962793, -19.28324085515021"
B5743,Eagle,"40.0409201033678, 102.97827333899288","-35.08195669395564, -53.72507836072563"
B5744,Swallow,"29.83050250484102, -90.86523711372372","60.73695079974468, -125.42204998530032"
B5745,Stork,"-76.80079583169018, 94.30221366269323","58.50916163992935, 52.47935093427003"
B5746,Warbler,"28.80985339423387, 53.60614362071794","58.20779669524552, 68.94540092906561"
B5747,Stork,"77.50348012364086, 50.29120077418938","-39.10877777105009, 169.6356124337321"
B5748,Warbler,"-76.58955557672704, 141.49272255920192","53.80519881883927, -15.94638871367357"
B5749,Swallow,"-15.176119018205467, -95.9939082171894","-83.40572851573204, 179.02526859327594"
B5750,Stork,"41.29810022054545, -47.35795784726085","-52.83787283735626, -112.64450921790502"
B5751,Goose,"30.190140572024404, -150.09571547604514","2.61053806889835, 56.387099873010186"
B5752,Stork,"-49.22810235549031, 81.40319163691635","-16.785690732258757, 178.11671146865552"
B5753,Crane,"-60.647890050592856, 123.79222270786022","-69.86011376811763, 50.516988980522655"
B5754,Eagle,"51.16446072736776, -33.899938692550904","-82.49031722548942, -17.146837502021043"
B5755,Hawk,"82.12403794298339, -51.542345351426576","20.010804513103736, 5.490828346840544"
B5756,Goose,"48.16502415770924, 57.11466810834992","-33.573368913942055, 124.38400985410816"
B5757,Crane,"83.37680679559503, -152.7874341158387","-87.12688855289971, 158.07977848323577"
B5758,Warbler,"18.89917634466769, -74.21691739092705","-12.438966553671492, -16.586448786701027"
B5759,Eagle,"77.23779492454506, -48.163392527333855","-34.7819190947855, 98.05321020510472"
B5760,Swallow,"34.27842501807963, 6.692502251070721","13.789322985978586, 156.12783114792552"
B5761,Goose,"73.59925503619559, -8.43508099115661","77.36651282232796, -78.4365927496511"
B5762,Hawk,"-60.91398576547366, -104.87504780113434","-34.58405950440513, -2.4621860759879723"
B5763,Eagle,"56.8017388339108, 14.6836345907997","89.48457329118858, 178.35031978302203"
B5764,Warbler,"-54.58575582837855, 153.3127287192371","-74.51192748266723, -52.74771652401695"
B5765,Hawk,"-85.06276164972769, -170.24835949303323","-74.10993058792293, 43.08766411595852"
B5766,Swallow,"3.165504127733328, 64.9103660656821","38.33278848081122, 56.53136007258783"
B5767,Swallow,"-32.71467949886802, 44.89524981443117","44.75372583658009, -124.5065662987768"
B5768,Warbler,"-82.16435487815679, 152.7937036961984","-13.88318483888672, 110.38212919601398"
B5769,Goose,"86.45478817106869, 52.32417854654943","-38.5114326088016, -31.355780667096155"
B5770,Warbler,"29.9638971881987, 44.943376493175634","52.92037303079286, 0.1164288845979513"
B5771,Stork,"72.32619117880776, 97.13003763536648","82.12301004775236, 51.42328926041134"
B5772,Swallow,"89.83486545695067, -83.58985842492231","88.18234079422402, -32.22551002638755"
B5773,Eagle,"-19.445987399203432, 34.46361447560534","24.201734433498785, -62.97031236705608"
B5774,Stork,"-44.14733482785927, 6.991599370264538","43.22065175108023, 16.715062148811484"
B5775,Crane,"-56.900809316370825, -22.149897604209546","58.004387108866354, -55.15742369430599"
B5776,Hawk,"2.733679402441666, -151.3846197469941","53.796567196718655, -23.713299409534187"
B5777,Stork,"19.094539950388352, -74.65361111537712","88.81061450698058, -140.97329681286968"
B5778,Hawk,"-4.963907514145532, -79.20658296353899","55.87773340393014, 124.10750209064544"
B5779,Warbler,"-20.294637327777167, 80.73034457904038","29.26303727215243, -31.785398902709147"
B5780,Stork,"-59.7109385773569, 151.43620867575655","-22.281130859941584, -150.19775728623773"
B5781,Warbler,"-10.465267714087688, -96.9165997643345","17.637589172941986, 104.40855030196492"
B5782,Crane,"-74.65623532576831, -153.13538199912267","68.46470108833242, -172.93488792001807"
B5783,Swallow,"65.70859659976654, 179.98450357275726","-35.01358867639649, 35.76463220201401"
B5784,Crane,"-81.5575226223673, 68.83391884825974","-84.48254010491718, 72.95895350274586"
B5785,Swallow,"-21.48370888832015, 139.1295049164927","-31.1072025933875, -111.16425328949354"
B5786,Warbler,"-71.97518357226566, -128.20341028903334","82.84141061472874, -132.74660548497144"
B5787,Swallow,"49.49648990407408, 108.27649480225271","52.93216282169146, -139.0021100966159"
B5788,Hawk,"-33.70734381097317, 112.79654855571609","-56.3148214729804, 177.59879646245332"
B5789,Eagle,"-69.64098972254013, -125.46398664338072","-87.83982433674754, 91.83125696055204"
B5790,Crane,"5.668433795612486, -121.89449516612554","30.441494679509944, -67.42423066801331"
B5791,Stork,"74.9298613013172, -73.63756219615163","14.221570291174087, -59.19923680310573"
B5792,Crane,"73.55607680145661, -101.95651885113368","-75.06324343341682, 53.50491166928046"
B5793,Hawk,"-45.06281259609781, 171.14756690037382","83.87935675841413, -15.23809492194806"
B5794,Swallow,"39.53874167284204, -49.34021989088359","21.202776732927887, -82.31754813758634"
B5795,Hawk,"-84.54884528862158, 94.07030823619448","27.273776569241747, -159.44522163571665"
B5796,Goose,"-66.26667662938357, 109.81828925376216","63.64760308010955, 102.18731219581171"
B5797,Goose,"-0.0949733435196833, -41.06128062431716","-29.32861164426257, 139.76131162061148"
B5798,Stork,"-48.823841792096616, 65.73079954164078","10.48553727616057, -105.85465701100529"
B5799,Hawk,"53.687133712824846, -141.19194927753824","13.713898870831995, -157.17415888208276"
B5800,Warbler,"77.59299096947902, -37.09366146650305","84.124000318953, -137.2948179437931"
B5801,Stork,"-89.2200030330992, 168.23183763416392","-66.33243008378183, -30.86664777496389"
B5802,Warbler,"-48.07515067182364, -119.32896459110268","46.60435296643445, -72.23463099880229"
B5803,Stork,"-10.880397706279084, -41.143930307772735","13.527217536974902, -153.55518626815854"
B5804,Goose,"11.354271903429932, 104.58774356113172","62.168225753809054, -16.247252189438427"
B5805,Stork,"74.86249996657818, 59.55237176776566","59.751311315509525, -106.58919496198764"
B5806,Goose,"70.53902829275282, 47.34669656678346","-87.83454570425323, -155.89851143317546"
B5807,Swallow,"24.69061790423386, 127.17268536327202","-43.83815872392015, 56.85412995045559"
B5808,Warbler,"-43.670157464900775, -169.52621651146887","-57.45287827768118, 26.102265264655895"
B5809,Hawk,"50.99180577810503, 97.6191725455172","-6.892083394225736, 117.50324321047395"
B5810,Stork,"-53.52268116829828, 137.71765411769456","72.95174315169078, -71.17866010249534"
B5811,Goose,"83.731018337427, -174.17718810136915","-89.09890979827274, -131.10383614122833"
B5812,Crane,"-88.94881516788035, 21.22666239863","-2.1254443637419485, -50.342128223234965"
B5813,Warbler,"12.558690703422272, -54.508145324173","69.26281833858485, 100.33453856102392"
B5814,Stork,"-74.088495554107, -161.7254248271246","76.71823848483305, -92.97383214637226"
B5815,Eagle,"-16.632084567236163, -29.61067704546838","28.31374859477212, -88.19969402619762"
B5816,Swallow,"24.28803725587508, 51.850850821878936","59.35541357615793, -126.86951375198343"
B5817,Swallow,"34.12772920654494, 150.8449073721813","-31.667725046711112, 175.1451702648127"
B5818,Crane,"51.40250454130833, 43.39097513858568","-38.52729542034269, 168.23153708771144"
B5819,Goose,"16.798986497658618, 128.42750936015534","-81.158463519089, 56.89876981520382"
B5820,Stork,"-44.762516768521, -136.2342575971566","0.5764721520216369, -102.66548965698529"
B5821,Warbler,"70.06558372827686, -104.21237969167169","-7.950237746488156, 95.9602815104684"
B5822,Goose,"55.99933434246378, 169.30543111724444","-23.05521167638668, 30.21603465589942"
B5823,Swallow,"-61.190582812767, 139.46424849231977","-69.59986214901548, 89.84380988363716"
B5824,Goose,"58.7720131574128, -95.31829691279084","-48.4626314116357, 129.7477297587459"
B5825,Swallow,"85.07601286388672, 43.55059744712861","-53.33838915170315, -65.34922778166111"
B5826,Goose,"24.699441025425173, -49.45220692972831","79.91431240275199, 148.9315476930629"
B5827,Crane,"-39.27505983949912, -11.304536857619269","83.96286071924067, 143.4809987031129"
B5828,Hawk,"19.18688962921456, 129.9161336732244","-89.38411112537814, 16.966980414934284"
B5829,Crane,"-28.34368755330617, 84.85653964789185","-59.30137783647167, 66.44575914778693"
B5830,Crane,"31.670364715615136, -94.16067778076568","69.98054404274143, -32.027080022502616"
B5831,Hawk,"8.06399270205722, -66.24249310912232","-83.09878476027407, 55.836986553168856"
B5832,Hawk,"77.30831017615523, -75.7042344651608","79.8212722662478, 17.62505007127467"
B5833,Stork,"21.223537776144497, 101.03860020266796","-21.588362211383327, -63.78483947180547"
B5834,Warbler,"-51.48329692910957, -3.5681683907407376","6.963437262662168, -63.77811768793616"
B5835,Warbler,"40.519777201539256, 162.260750528779","47.48753180897279, 54.59978665689505"
B5836,Stork,"-35.841902785041256, 114.00738380245832","-46.09708362195136, 164.38609095623582"
B5837,Crane,"-40.96962846921522, -103.97000489235072","-71.87867859051207, -107.44261900793003"
B5838,Crane,"-19.48020739658938, 102.93940632763788","55.79067595898505, -38.68680495758159"
B5839,Swallow,"-87.84059776871838, 2.1885649970136853","87.23275431042364, 110.05530886830093"
B5840,Swallow,"84.44531882903047, -88.6643545749462","28.580043408005352, -135.71586940081534"
B5841,Warbler,"5.819600044565689, -49.20057258555957","58.54037588127639, 177.90004457199075"
B5842,Stork,"49.22890089713286, 169.96540202760104","79.43623065576915, 64.12988709886545"
B5843,Eagle,"-43.586599971981904, -5.773880669715055","-48.85563933487292, 147.8881677465463"
B5844,Eagle,"44.39126369405261, 79.05810585983869","-26.926928260711136, 121.6992756123808"
B5845,Stork,"12.090690410064369, -8.249293741402056","-50.57530675953822, 99.7685767966953"
B5846,Swallow,"-13.65404871968957, -46.23938141539708","-78.87892104371609, -168.15561829575884"
B5847,Warbler,"84.72046071536317, 106.71120657336904","41.80964351680382, -33.66139838825001"
B5848,Warbler,"-1.1081314536469478, 125.39676663902264","-63.78163134662847, -107.32953791850784"
B5849,Swallow,"28.342544740141832, -154.1199003602867","-73.31230855708975, 133.67999794233737"
B5850,Eagle,"-87.23840553182166, -79.56806791260014","-25.62572328763804, 64.90305604744162"
B5851,Goose,"-35.7380628302433, 2.8335771471170403","-79.09989944264888, -141.4536077438546"
B5852,Goose,"69.96448190881196, -66.06081092000406","-57.67950288481877, -50.5448099763926"
B5853,Swallow,"46.6126310008834, 102.08988178587124","-77.41058264283646, -155.0490590756525"
B5854,Goose,"6.615726511616956, -138.6959901304073","67.91000522543274, 86.39878619084328"
B5855,Hawk,"72.02874728039137, 107.2073830631664","50.35219019132288, -29.40552877236624"
B5856,Stork,"-2.4803076226399554, 42.43911019015454","64.71266538634336, -95.62634308086515"
B5857,Stork,"11.97127155379961, -75.82762132650612","66.29959358333357, 6.3686114515498105"
B5858,Swallow,"-21.2124875044418, -55.99631216117552","80.01163003296585, -164.86400347389218"
B5859,Crane,"21.607206610119164, -114.15630416644748","-56.402178195069176, -87.37393921632592"
B5860,Eagle,"-32.57972443424271, -89.07357589267039","72.00163153064003, -116.89048279374887"
B5861,Swallow,"-20.6114080423757, 78.21679283369872","4.5070023910263615, 155.0317177269634"
B5862,Goose,"83.93872737730837, -44.68170940517052","-60.07841549729217, -44.24133383183684"
B5863,Eagle,"-69.96443763607377, 67.4942899273376","28.039207819849025, 30.410267904477905"
